fw_load_avg_1_min;fw_load_avg_5_min;fw_load_avg_15_min;fw_cpu_used;mem_used;root_used;log_used;fw_total_alloc;total_rx_packets;total_tx_packets;created_at
0,25;0,14;0,24;0;7913545;10093161;10310093;646484217;19039019;1821050;2024-11-07 00:07:41.831
0,20;0,23;0,11;0;7914633;10093187;10309597;646600170;19040765;1821075;2024-11-07 00:09:24.556
0,16;0,25;0,22;2;7911740;10093150;10310143;646434213;19040828;1820972;2024-11-07 00:10:31.891
0,18;0,17;0,19;0;7913995;10093089;10308902;646366723;19040089;1821060;2024-11-07 00:12:37.601
0,37;0,24;0,18;0;7918663;10093140;10310374;646495165;19040240;1821086;2024-11-07 00:16:22.419
0,25;0,14;0,11;0;7915003;10093177;10309373;646325093;19041293;1820988;2024-11-07 00:17:27.014
0,23;0,34;0,21;0;7912871;10093266;10309723;646761757;19037390;1821092;2024-11-07 00:20:20.808
0,16;0,14;0,24;0;7916013;10093276;10309885;646291427;19041666;1821009;2024-11-07 00:21:03.020
0,21;0,15;0,17;0;7916094;10093161;10309521;646312055;19039958;1821146;2024-11-07 00:23:38.502
0,16;0,05;0,26;0;7915991;10093181;10309705;646387745;19037148;1821108;2024-11-07 00:26:44.443
0,28;0,14;0,20;0;7914077;10093254;10310830;646405943;19038099;1821005;2024-11-07 00:28:14.789
0,12;0,23;0,23;0;7915622;10093210;10310750;646700744;19040800;1821144;2024-11-07 00:30:32.575
0,14;0,10;0,29;1;7916320;10093139;10309862;646682403;19037169;1821104;2024-11-07 00:32:34.540
0,36;0,15;0,22;0;7910952;10093239;10309831;646581657;19040979;1821081;2024-11-07 00:33:46.090
0,12;0,12;0,14;0;7914215;10093178;10310341;646500432;19038941;1821062;2024-11-07 00:36:59.390
0,18;0,35;0,25;0;7913390;10093229;10311710;646367120;19039286;1821172;2024-11-07 00:38:36.766
0,27;0,03;0,15;1;7914768;10093191;10310697;646820620;19039946;1821083;2024-11-07 00:39:18.384
0,21;0,20;0,24;0;7912678;10093089;10310583;646399725;19038671;1821101;2024-11-07 00:42:28.567
0,14;0,19;0,21;0;7908679;10093274;10309563;646753345;19041597;1821056;2024-11-07 00:43:21.285
0,16;0,06;0,26;0;7914535;10093150;10310212;646458678;19041451;1821013;2024-11-07 00:46:12.677
0,07;0,26;0,27;0;7917637;10093256;10309620;646469451;19040968;1821061;2024-11-07 00:48:08.995
0,22;0,15;0,21;0;7918668;10093258;10309632;646589763;19037815;1821129;2024-11-07 00:50:44.665
0,16;0,28;0,21;1;7910022;10093225;10310699;646694388;19039734;1821198;2024-11-07 00:52:58.433
0,32;0,18;0,32;0;7916573;10093146;10309822;646455044;19041184;1821113;2024-11-07 00:53:43.117
0,26;0,20;0,15;0;7912200;10093256;10310107;646263045;19039706;1821136;2024-11-07 00:56:35.473
0,03;0,17;0,10;0;7915315;10093135;10309691;646436836;19038776;1821212;2024-11-07 00:57:17.101
0,25;0,13;0,21;0;7912864;10093155;10309275;646386293;19040061;1821137;2024-11-07 00:58:40.831
0,21;0,35;0,20;0;7915170;10093133;10310114;646388903;19039882;1821198;2024-11-07 01:01:36.531
0,00;0,30;0,24;0;7911738;10093138;10310553;646636764;19038362;1821173;2024-11-07 01:04:00.752
0,22;0,08;0,18;0;7915140;10093185;10310354;646483289;19042833;1821079;2024-11-07 01:06:58.387
0,24;0,09;0,12;0;7910904;10093217;10309493;646511131;19043050;1821033;2024-11-07 01:07:37.159
0,35;0,21;0,24;0;7917519;10093191;10309710;646431825;19040096;1821031;2024-11-07 01:09:06.402
0,06;0,28;0,17;0;7912785;10093151;10309878;646515069;19041116;1821223;2024-11-07 01:10:47.282
0,25;0,06;0,28;0;7917511;10093166;10310491;646474074;19041890;1821182;2024-11-07 01:13:55.246
0,25;0,15;0,27;0;7914879;10093193;10309658;646459616;19038808;1821104;2024-11-07 01:16:59.024
0,30;0,26;0,26;0;7908831;10093217;10309543;646291933;19041502;1821180;2024-11-07 01:18:45.829
0,36;0,15;0,15;0;7914325;10093085;10309763;646387641;19043333;1821190;2024-11-07 01:19:34.159
0,22;0,24;0,18;0;7913280;10093203;10309759;646417020;19039915;1821225;2024-11-07 01:20:51.544
0,01;0,22;0,18;0;7918135;10093140;10310460;646242175;19040816;1821239;2024-11-07 01:23:19.512
0,23;0,23;0,13;0;7911252;10093172;10309686;646711138;19041266;1821052;2024-11-07 01:25:14.440
0,25;0,26;0,22;2;7912198;10093270;10309649;646288479;19040519;1821199;2024-11-07 01:27:07.907
0,37;0,20;0,16;1;7914477;10093235;10311085;646934565;19042262;1821202;2024-11-07 01:30:38.189
0,08;0,32;0,23;0;7908308;10093107;10309782;646591260;19041699;1821093;2024-11-07 01:32:40.298
0,25;0,26;0,22;0;7915760;10093259;10310325;646640489;19039541;1821173;2024-11-07 01:33:12.225
0,19;0,28;0,20;0;7914491;10093236;10310864;646632850;19040425;1821101;2024-11-07 01:36:55.069
0,20;0,28;0,25;0;7914323;10093189;10310224;646376463;19044251;1821172;2024-11-07 01:38:41.995
0,36;0,25;0,25;0;7910803;10093194;10310594;646485677;19042367;1821108;2024-11-07 01:40:09.599
0,14;0,20;0,25;0;7917046;10093290;10309640;646396947;19044158;1821133;2024-11-07 01:42:50.711
0,35;0,34;0,29;0;7913182;10093190;10310432;646931269;19041482;1821244;2024-11-07 01:43:43.776
0,18;0,22;0,17;0;7918789;10093171;10310687;646521417;19044364;1821209;2024-11-07 01:45:31.739
0,11;0,21;0,16;1;7912133;10093167;10309840;646620163;19040574;1821102;2024-11-07 01:47:09.772
0,13;0,17;0,24;0;7912958;10093109;10309819;646396746;19043983;1821252;2024-11-07 01:49:05.168
0,16;0,00;0,19;0;7914066;10093120;10310548;646469937;19044650;1821090;2024-11-07 01:51:21.159
0,15;0,09;0,10;0;7915581;10093225;10310229;646373239;19041586;1821139;2024-11-07 01:53:30.237
0,18;0,14;0,23;0;7910652;10093258;10310774;646323191;19042814;1821132;2024-11-07 01:54:30.189
0,13;0,21;0,19;0;7917086;10093298;10310238;646857668;19043916;1821132;2024-11-07 01:56:35.480
0,09;0,13;0,19;0;7915394;10093224;10309678;646565899;19042338;1821079;2024-11-07 01:58:34.297
0,00;0,27;0,27;0;7915351;10093263;10309941;647131270;19041754;1821219;2024-11-07 02:01:26.825
0,03;0,32;0,20;0;7910072;10093323;10310264;646398735;19042980;1821194;2024-11-07 02:03:45.569
0,00;0,26;0,24;0;7911386;10093187;10310272;646405333;19043717;1821175;2024-11-07 02:06:31.177
0,33;0,27;0,13;0;7913985;10093162;10310951;646492614;19044510;1821232;2024-11-07 02:07:19.020
0,25;0,21;0,21;1;7918986;10093169;10310019;646577552;19041849;1821140;2024-11-07 02:10:51.656
0,17;0,12;0,19;0;7916057;10093194;10309953;646337416;19045399;1821265;2024-11-07 02:12:23.517
0,38;0,14;0,21;1;7915443;10093250;10309776;646557549;19043414;1821134;2024-11-07 02:13:17.594
0,09;0,19;0,26;0;7915980;10093215;10310224;646430562;19041588;1821162;2024-11-07 02:16:36.409
0,50;0,24;0,20;1;7914004;10093183;10311083;646930542;19042360;1821104;2024-11-07 02:16:37.284
0,15;0,22;0,18;1;7910042;10093206;10310565;646486784;19043590;1821183;2024-11-07 02:20:03.753
0,14;0,25;0,19;0;7918244;10093176;10310561;646546391;19042278;1821228;2024-11-07 02:21:15.631
0,08;0,39;0,21;0;7913395;10093170;10310328;646874209;19041875;1821163;2024-11-07 02:23:08.721
0,13;0,09;0,22;0;7918091;10093237;10309726;646646831;19041446;1821242;2024-11-07 02:26:23.410
0,13;0,34;0,20;2;7915004;10093272;10309130;646319064;19045323;1821159;2024-11-07 02:26:59.103
0,32;0,16;0,29;0;7917234;10093230;10309116;646859798;19045698;1821202;2024-11-07 02:29:34.351
0,15;0,16;0,18;1;7909685;10093192;10308918;646817612;19042553;1821293;2024-11-07 02:32:17.680
0,12;0,19;0,25;1;7917615;10093134;10310580;646288311;19045171;1821282;2024-11-07 02:34:06.669
0,21;0,11;0,23;0;7915754;10093162;10310841;646977309;19044681;1821272;2024-11-07 02:34:41.911
0,05;0,29;0,18;0;7915457;10093172;10310682;646348649;19042106;1821251;2024-11-07 02:38:55.781
0,30;0,15;0,25;0;7913904;10093177;10310798;646566538;19042370;1821164;2024-11-07 02:40:44.380
0,11;0,39;0,23;0;7907309;10093266;10310092;646427875;19045031;1821217;2024-11-07 02:41:04.766
0,39;0,33;0,16;0;7911463;10093160;10310433;646589701;19045106;1821135;2024-11-07 02:44:33.783
0,29;0,10;0,22;2;7911028;10093210;10310618;646413988;19045173;1821278;2024-11-07 02:46:20.351
0,01;0,18;0,24;0;7917904;10093209;10309825;646835640;19046202;1821130;2024-11-07 02:47:14.169
0,24;0,15;0,24;0;7913223;10093243;10310200;646768733;19044442;1821293;2024-11-07 02:49:59.968
0,47;0,25;0,26;0;7907026;10093120;10310236;646689699;19044601;1821140;2024-11-07 02:50:35.023
0,13;0,06;0,25;0;7917758;10093213;10310553;646479212;19042633;1821235;2024-11-07 02:52:37.264
0,21;0,21;0,28;0;7916816;10093210;10311161;646666920;19047315;1821278;2024-11-07 02:55:01.299
0,17;0,26;0,13;2;7916032;10093210;10309665;646693569;19045144;1821225;2024-11-07 02:57:15.507
0,15;0,18;0,26;0;7915759;10093146;10309656;646320869;19046181;1821205;2024-11-07 02:58:53.030
0,14;0,24;0,23;0;7912810;10093293;10309925;646415244;19045006;1821315;2024-11-07 03:00:37.420
0,19;0,26;0,32;0;7907142;10093118;10309608;646589553;19045690;1821311;2024-11-07 03:04:07.007
0,20;0,23;0,23;0;7912706;10093198;10310310;646466588;19043782;1821180;2024-11-07 03:05:22.696
0,26;0,35;0,19;2;7915162;10093188;10309997;646481356;19046717;1821278;2024-11-07 03:07:23.357
0,32;0,25;0,17;0;7911739;10093199;10311472;646569473;19047118;1821208;2024-11-07 03:08:31.426
0,19;0,20;0,29;1;7915676;10093279;10309970;646364475;19045392;1821313;2024-11-07 03:10:56.340
0,23;0,17;0,26;0;7920287;10093235;10311102;646796027;19046047;1821173;2024-11-07 03:14:48.472
0,32;0,04;0,25;1;7917275;10093204;10310202;646832438;19047966;1821291;2024-11-07 03:15:05.757
0,30;0,17;0,21;0;7909388;10093137;10310764;646683213;19045677;1821228;2024-11-07 03:18:44.730
0,21;0,19;0,24;0;7914754;10093213;10310025;646792754;19046910;1821174;2024-11-07 03:19:51.583
0,14;0,16;0,23;0;7907885;10093236;10310437;646872432;19044628;1821190;2024-11-07 03:22:35.330
0,22;0,21;0,23;0;7912492;10093163;10310545;646913943;19047375;1821168;2024-11-07 03:22:52.128
0,13;0,14;0,13;0;7912200;10093177;10310042;646592876;19043975;1821186;2024-11-07 03:26:48.112
0,25;0,23;0,22;0;7916947;10093158;10310462;646272414;19045090;1821173;2024-11-07 03:27:57.497
0,17;0,22;0,21;0;7915703;10093308;10310240;646451897;19044328;1821239;2024-11-07 03:28:41.624
0,15;0,36;0,28;0;7917539;10093249;10310532;646715875;19044287;1821352;2024-11-07 03:31:04.642
0,19;0,27;0,25;1;7917449;10093168;10310608;646790256;19046827;1821185;2024-11-07 03:34:47.341
0,14;0,24;0,17;2;7911100;10093213;10310593;646450354;19045247;1821356;2024-11-07 03:35:43.710
0,26;0,12;0,12;0;7918882;10093239;10309994;646651012;19045157;1821180;2024-11-07 03:37:38.662
0,19;0,17;0,23;0;7912845;10093116;10310281;646442549;19045324;1821204;2024-11-07 03:40:30.933
0,09;0,22;0,28;0;7916723;10093357;10310203;646757417;19048753;1821267;2024-11-07 03:41:19.848
0,16;0,10;0,25;0;7915452;10093152;10310719;646467250;19048264;1821220;2024-11-07 03:44:07.809
0,08;0,16;0,30;0;7919733;10093230;10311471;646853549;19048708;1821278;2024-11-07 03:46:33.845
0,11;0,08;0,22;0;7914081;10093207;10310977;646645457;19048613;1821193;2024-11-07 03:48:28.726
0,19;0,17;0,26;1;7909053;10093221;10310538;646519992;19047666;1821238;2024-11-07 03:50:55.926
0,11;0,13;0,21;0;7914002;10093196;10310835;646697505;19049554;1821255;2024-11-07 03:50:59.720
0,30;0,15;0,20;2;7913613;10093182;10310164;646375463;19047953;1821328;2024-11-07 03:54:03.378
0,18;0,34;0,29;0;7914881;10093123;10311110;646628527;19046500;1821285;2024-11-07 03:55:21.003
0,15;0,33;0,25;1;7919119;10093169;10309895;646306992;19047480;1821234;2024-11-07 03:57:42.976
0,10;0,17;0,14;0;7916492;10093157;10308807;646515339;19049530;1821338;2024-11-07 04:00:23.923
0,11;0,00;0,25;1;7912326;10093207;10310177;646556477;19049952;1821371;2024-11-07 04:00:58.037
0,00;0,14;0,17;0;7916125;10093215;10310605;646467013;19047137;1821322;2024-11-07 04:04:27.254
0,01;0,09;0,25;0;7914389;10093102;10310247;646981820;19048129;1821248;2024-11-07 04:05:22.276
0,36;0,08;0,16;0;7916297;10093197;10310506;646809773;19049998;1821309;2024-11-07 04:07:02.738
0,08;0,25;0,26;0;7914433;10093214;10310165;646764101;19045393;1821319;2024-11-07 04:10:59.078
0,28;0,20;0,22;0;7911296;10093175;10310730;646925449;19048469;1821404;2024-11-07 04:11:54.029
0,08;0,15;0,19;0;7914224;10093159;10311216;646348143;19048822;1821359;2024-11-07 04:13:01.739
0,31;0,39;0,21;0;7916547;10093183;10311262;646367892;19047585;1821247;2024-11-07 04:14:38.196
0,12;0,14;0,17;0;7916912;10093137;10310749;646854513;19046977;1821291;2024-11-07 04:18:41.564
0,33;0,14;0,18;0;7914448;10093203;10310631;646632477;19049691;1821254;2024-11-07 04:20:57.155
0,06;0,11;0,18;0;7914618;10093149;10310176;646699948;19047657;1821338;2024-11-07 04:21:22.704
0,05;0,16;0,24;1;7921057;10093141;10310008;646533914;19046100;1821238;2024-11-07 04:24:08.156
0,23;0,23;0,25;0;7912301;10093221;10311063;646859473;19047101;1821408;2024-11-07 04:25:16.540
0,19;0,18;0,22;0;7914385;10093340;10310352;646630176;19050950;1821363;2024-11-07 04:28:59.119
0,15;0,13;0,20;2;7918952;10093119;10309140;646461646;19049591;1821246;2024-11-07 04:30:16.595
0,12;0,21;0,26;2;7911865;10093218;10310429;646374519;19049797;1821277;2024-11-07 04:30:34.128
0,30;0,15;0,24;0;7918239;10093122;10310273;646530869;19047201;1821318;2024-11-07 04:34:36.783
0,24;0,16;0,15;0;7912261;10093284;10309909;646751843;19049419;1821413;2024-11-07 04:35:41.815
0,18;0,08;0,25;0;7911602;10093153;10310906;645993287;19050293;1821343;2024-11-07 04:37:08.764
0,19;0,27;0,15;0;7918049;10093235;10310261;646408544;19046644;1821268;2024-11-07 04:40:13.194
0,21;0,08;0,23;0;7915363;10093212;10310865;646465827;19046916;1821243;2024-11-07 04:42:43.904
0,25;0,30;0,23;0;7917359;10093246;10310989;646689256;19050717;1821284;2024-11-07 04:44:06.010
0,25;0,20;0,20;0;7917894;10093253;10310941;646519467;19048525;1821371;2024-11-07 04:46:05.100
0,08;0,17;0,18;0;7912438;10093337;10310662;646804922;19049317;1821285;2024-11-07 04:46:52.389
0,24;0,22;0,19;0;7913637;10093186;10310483;646899983;19047549;1821323;2024-11-07 04:48:52.171
0,26;0,19;0,31;2;7911403;10093170;10310419;646787640;19050245;1821417;2024-11-07 04:51:03.975
0,27;0,08;0,25;0;7914296;10093286;10310446;646441570;19048207;1821429;2024-11-07 04:54:59.038
0,15;0,26;0,15;0;7908996;10093297;10309999;646398530;19051775;1821265;2024-11-07 04:55:52.054
0,23;0,26;0,19;0;7915309;10093245;10310522;646623899;19047161;1821258;2024-11-07 04:58:47.535
0,23;0,09;0,18;0;7917646;10093346;10310234;646880392;19052044;1821306;2024-11-07 04:59:28.016
0,28;0,11;0,22;0;7917661;10093170;10310647;646458181;19048972;1821450;2024-11-07 05:00:54.476
0,29;0,32;0,20;0;7909143;10093211;10309892;646746411;19049811;1821377;2024-11-07 05:04:37.010
0,23;0,13;0,24;0;7917090;10093199;10310348;646675340;19047978;1821311;2024-11-07 05:04:45.755
0,42;0,18;0,24;0;7909289;10093266;10310257;646460503;19051843;1821288;2024-11-07 05:08:21.539
0,27;0,05;0,27;1;7921435;10093250;10311636;646717874;19052375;1821387;2024-11-07 05:10:26.894
0,26;0,21;0,15;0;7916481;10093164;10311432;646602013;19051846;1821450;2024-11-07 05:10:45.144
0,16;0,20;0,22;0;7912584;10093355;10310165;646905982;19048370;1821333;2024-11-07 05:14:10.727
0,27;0,17;0,18;1;7914839;10093202;10310086;646815220;19050414;1821374;2024-11-07 05:15:42.661
0,32;0,16;0,23;0;7915172;10093192;10310213;646629302;19051728;1821315;2024-11-07 05:17:44.116
0,11;0,11;0,24;1;7916446;10093279;10309961;646775678;19049763;1821416;2024-11-07 05:20:04.773
0,07;0,15;0,22;1;7910308;10093267;10310569;646753205;19049764;1821285;2024-11-07 05:21:32.306
0,09;0,14;0,25;2;7913886;10093184;10310965;646362227;19052602;1821462;2024-11-07 05:24:29.100
0,30;0,37;0,20;0;7918854;10093153;10310547;646688249;19049561;1821421;2024-11-07 05:25:19.434
0,23;0,15;0,24;0;7913047;10093251;10310478;646888560;19051800;1821368;2024-11-07 05:28:15.169
0,17;0,22;0,25;0;7907631;10093173;10310587;646661293;19051346;1821359;2024-11-07 05:29:30.157
0,29;0,21;0,14;0;7911284;10093205;10310104;646488396;19052557;1821408;2024-11-07 05:32:32.192
0,15;0,27;0,13;2;7915841;10093190;10310468;646735851;19052601;1821357;2024-11-07 05:33:02.218
0,18;0,18;0,25;0;7914062;10093139;10310005;646590752;19050425;1821320;2024-11-07 05:36:21.550
0,27;0,12;0,16;0;7917912;10093174;10310464;646731218;19049471;1821366;2024-11-07 05:38:57.949
0,16;0,21;0,25;0;7911698;10093234;10310381;646074615;19053241;1821337;2024-11-07 05:39:32.912
0,55;0,28;0,11;0;7911892;10093184;10310984;646718055;19051407;1821401;2024-11-07 05:42:26.067
0,11;0,28;0,17;0;7911582;10093046;10309904;646421073;19052572;1821344;2024-11-07 05:42:57.109
0,15;0,18;0,27;0;7911082;10093148;10311119;646624180;19053056;1821360;2024-11-07 05:46:02.146
0,15;0,16;0,27;0;7913611;10093152;10310985;646900942;19051990;1821373;2024-11-07 05:47:24.001
0,14;0,21;0,26;0;7914030;10093184;10310549;646774617;19052493;1821488;2024-11-07 05:50:06.099
0,15;0,24;0,26;0;7914040;10093108;10310681;646947413;19049376;1821381;2024-11-07 05:51:28.923
0,21;0,19;0,30;0;7913891;10093157;10310917;646309159;19053389;1821496;2024-11-07 05:52:39.950
0,24;0,20;0,22;0;7917351;10093210;10310649;646820267;19053652;1821474;2024-11-07 05:55:34.254
0,24;0,28;0,20;0;7916988;10093226;10310679;646477343;19054345;1821477;2024-11-07 05:56:51.771
0,21;0,34;0,15;0;7915557;10093211;10310706;647016799;19051514;1821379;2024-11-07 06:00:13.242
0,08;0,25;0,21;1;7920519;10093220;10311289;646500170;19054013;1821428;2024-11-07 06:02:37.481
0,08;0,13;0,14;2;7910129;10093306;10310626;646926104;19053923;1821378;2024-11-07 06:03:36.437
0,30;0,18;0,20;0;7912525;10093130;10310390;646804839;19050902;1821324;2024-11-07 06:06:42.329
0,17;0,24;0,23;0;7909920;10093261;10309768;646660421;19050606;1821451;2024-11-07 06:08:01.404
0,00;0,17;0,27;1;7909976;10093161;10311065;646878122;19050847;1821525;2024-11-07 06:10:29.331
0,30;0,20;0,23;0;7912320;10093195;10310638;646391968;19051164;1821397;2024-11-07 06:10:44.366
0,09;0,11;0,22;0;7912261;10093263;10309974;646466505;19054725;1821473;2024-11-07 06:14:09.252
0,18;0,31;0,22;2;7918681;10093256;10310018;646558470;19054048;1821406;2024-11-07 06:16:00.697
0,15;0,25;0,23;1;7920734;10093283;10310223;646811818;19054392;1821343;2024-11-07 06:18:14.142
0,25;0,16;0,28;2;7916321;10093178;10310773;646706852;19051841;1821377;2024-11-07 06:18:57.429
0,04;0,24;0,22;0;7922009;10093181;10310021;646781089;19054829;1821389;2024-11-07 06:22:52.837
0,24;0,19;0,24;1;7918739;10093228;10310133;646888930;19051237;1821465;2024-11-07 06:23:28.688
0,08;0,20;0,20;2;7908348;10093213;10311387;646517696;19052708;1821463;2024-11-07 06:26:45.230
0,14;0,21;0,20;0;7912181;10093231;10311211;646763957;19053268;1821370;2024-11-07 06:27:21.575
0,07;0,25;0,21;1;7913060;10093250;10310266;646628774;19054853;1821461;2024-11-07 06:29:59.151
0,21;0,25;0,23;0;7916007;10093249;10310087;646476865;19050857;1821385;2024-11-07 06:31:27.086
0,22;0,20;0,15;0;7915638;10093237;10310883;646333868;19052142;1821463;2024-11-07 06:34:32.254
0,10;0,15;0,17;0;7918462;10093195;10310772;646565703;19054869;1821553;2024-11-07 06:36:33.690
0,11;0,19;0,28;0;7916399;10093182;10311392;646746883;19051572;1821547;2024-11-07 06:37:00.680
0,08;0,27;0,17;0;7917556;10093170;10310457;647254672;19054177;1821406;2024-11-07 06:39:48.288
0,15;0,05;0,18;0;7912047;10093255;10310416;646709713;19055498;1821469;2024-11-07 06:41:18.346
0,39;0,26;0,27;0;7909532;10093086;10310614;646863697;19052465;1821516;2024-11-07 06:44:47.721
0,14;0,29;0,19;1;7919107;10093178;10311258;646461359;19054608;1821432;2024-11-07 06:45:19.874
0,17;0,20;0,24;1;7919020;10093273;10310831;646804837;19053023;1821518;2024-11-07 06:46:46.125
0,09;0,25;0,21;0;7913596;10093262;10310806;646803737;19053472;1821514;2024-11-07 06:50:19.914
0,25;0,24;0,19;2;7918779;10093172;10309708;646618051;19056334;1821403;2024-11-07 06:52:51.413
0,02;0,31;0,16;0;7907152;10093217;10310789;646834999;19054733;1821570;2024-11-07 06:53:56.678
0,30;0,34;0,22;0;7915111;10093164;10310882;646868381;19052000;1821382;2024-11-07 06:55:19.847
0,24;0,15;0,25;1;7915692;10093277;10311696;646739131;19052827;1821570;2024-11-07 06:56:47.081
0,09;0,15;0,28;0;7914037;10093147;10310609;646640076;19052646;1821381;2024-11-07 07:00:18.104
0,20;0,24;0,20;0;7916955;10093165;10311494;646857827;19053365;1821568;2024-11-07 07:00:37.899
0,15;0,31;0,25;0;7917867;10093234;10310955;646630621;19052614;1821431;2024-11-07 07:04:12.334
0,06;0,24;0,20;0;7913031;10093125;10310924;646764001;19053393;1821424;2024-11-07 07:06:18.347
0,33;0,21;0,23;0;7910804;10093257;10311389;646703302;19056086;1821521;2024-11-07 07:06:46.666
0,18;0,26;0,28;1;7914295;10093120;10310965;646408229;19052610;1821517;2024-11-07 07:10:22.016
0,15;0,18;0,16;0;7912354;10093294;10310372;646431030;19055893;1821425;2024-11-07 07:11:35.939
0,27;0,22;0,14;0;7912363;10093226;10310968;646749671;19054108;1821457;2024-11-07 07:13:35.285
0,13;0,09;0,25;0;7915164;10093219;10310796;646539642;19056023;1821588;2024-11-07 07:14:37.363
0,30;0,28;0,14;0;7916188;10093208;10310175;646643736;19057216;1821519;2024-11-07 07:18:19.460
0,24;0,11;0,14;0;7915310;10093271;10310808;646765535;19056839;1821438;2024-11-07 07:20:30.260
0,23;0,22;0,26;1;7910917;10093200;10310630;646531205;19054954;1821540;2024-11-07 07:21:24.666
0,07;0,19;0,31;0;7913133;10093255;10310910;646635213;19057139;1821553;2024-11-07 07:22:49.036
0,14;0,13;0,20;0;7917164;10093219;10309766;646667259;19055175;1821450;2024-11-07 07:26:23.617
0,06;0,21;0,19;2;7910033;10093273;10310871;646682461;19057096;1821569;2024-11-07 07:27:20.047
0,25;0,22;0,18;0;7914250;10093193;10311017;647066443;19055030;1821521;2024-11-07 07:30:06.948
0,10;0,24;0,21;0;7911328;10093167;10311016;646776592;19057624;1821468;2024-11-07 07:32:31.593
0,28;0,34;0,24;0;7918927;10093135;10309706;646616530;19056574;1821565;2024-11-07 07:34:07.517
0,00;0,13;0,19;0;7911839;10093221;10311202;647036298;19054012;1821452;2024-11-07 07:34:45.057
0,07;0,24;0,14;2;7916799;10093235;10310699;646976692;19053893;1821506;2024-11-07 07:36:51.152
0,14;0,18;0,30;1;7915446;10093205;10310892;647024171;19054730;1821594;2024-11-07 07:38:43.064
0,09;0,24;0,15;0;7922977;10093235;10310921;646819944;19053963;1821448;2024-11-07 07:41:35.712
0,04;0,28;0,14;0;7912683;10093215;10310195;646899866;19054643;1821437;2024-11-07 07:44:01.494
0,18;0,22;0,28;0;7918077;10093293;10310667;646901111;19058230;1821530;2024-11-07 07:45:18.306
0,31;0,19;0,18;0;7918578;10093194;10311388;646857659;19054318;1821561;2024-11-07 07:48:55.216
0,12;0,20;0,28;1;7911603;10093081;10311173;647114074;19057421;1821560;2024-11-07 07:49:44.463
0,16;0,29;0,22;0;7910978;10093273;10311570;646958744;19054498;1821584;2024-11-07 07:52:38.391
0,24;0,04;0,13;0;7915372;10093168;10310948;646689056;19058184;1821534;2024-11-07 07:53:06.647
0,08;0,17;0,29;2;7913714;10093151;10311083;646552163;19055563;1821458;2024-11-07 07:56:30.065
0,16;0,22;0,19;0;7907600;10093195;10311114;646827078;19054307;1821513;2024-11-07 07:58:14.552
0,17;0,16;0,24;1;7917180;10093277;10311103;646733722;19056790;1821603;2024-11-07 08:00:13.286
0,26;0,16;0,23;2;7916622;10093252;10311235;646733106;19055912;1821506;2024-11-07 08:02:41.081
0,10;0,30;0,26;0;7912998;10093240;10309889;646938035;19058687;1821587;2024-11-07 08:03:12.734
0,11;0,17;0,26;0;7910480;10093302;10310562;646577295;19054343;1821540;2024-11-07 08:06:41.058
0,39;0,42;0,23;1;7916243;10093143;10310062;647015532;19054438;1821558;2024-11-07 08:07:45.092
0,25;0,26;0,30;1;7919451;10093204;10309902;646346734;19057250;1821518;2024-11-07 08:10:40.712
0,31;0,26;0,20;1;7908532;10093172;10310692;646662963;19058021;1821558;2024-11-07 08:11:31.521
0,18;0,25;0,26;0;7915728;10093291;10310724;646765810;19055572;1821587;2024-11-07 08:14:26.544
0,38;0,18;0,24;0;7915614;10093166;10310649;646846218;19057394;1821542;2024-11-07 08:15:09.343
0,13;0,19;0,28;0;7919033;10093288;10310653;647033341;19055662;1821462;2024-11-07 08:16:58.115
0,26;0,20;0,19;0;7915634;10093179;10311364;646347208;19059414;1821597;2024-11-07 08:19:49.818
0,27;0,21;0,25;0;7912598;10093217;10310115;646785404;19055857;1821527;2024-11-07 08:20:51.921
0,21;0,30;0,23;1;7918311;10093110;10310343;646883899;19059774;1821530;2024-11-07 08:23:29.809
0,24;0,30;0,25;0;7915669;10093249;10311724;647131445;19056124;1821468;2024-11-07 08:26:28.301
0,17;0,24;0,24;0;7915154;10093189;10311180;646798427;19058296;1821574;2024-11-07 08:26:37.080
0,25;0,14;0,23;0;7913545;10093227;10311247;646993635;19056271;1821605;2024-11-07 08:30:14.934
0,32;0,19;0,24;0;7916828;10093166;10309995;646684806;19057428;1821663;2024-11-07 08:30:30.727
0,19;0,27;0,31;0;7914225;10093199;10310751;646576746;19059660;1821665;2024-11-07 08:34:32.651
0,16;0,09;0,14;0;7912482;10093206;10311056;646797721;19055303;1821551;2024-11-07 08:36:43.529
0,26;0,27;0,21;0;7917752;10093214;10310591;646859648;19057444;1821521;2024-11-07 08:37:29.067
0,23;0,07;0,19;1;7921785;10093212;10310508;646769770;19057938;1821518;2024-11-07 08:40:27.484
0,17;0,33;0,14;1;7914831;10093204;10310959;646650447;19056826;1821646;2024-11-07 08:41:54.073
0,15;0,21;0,19;1;7915936;10093267;10311707;646795367;19058076;1821547;2024-11-07 08:43:31.727
0,10;0,21;0,28;0;7914430;10093227;10311246;646862953;19057490;1821500;2024-11-07 08:46:05.206
0,15;0,12;0,26;0;7917365;10093243;10310695;646873686;19057239;1821605;2024-11-07 08:47:22.293
0,11;0,14;0,19;2;7915340;10093158;10311365;646902805;19058586;1821540;2024-11-07 08:50:30.401
